x,y
-0.94335994,0.0061037
-0.94322594,0.0061037
-0.94309194,0.0061037
-0.94295794,0.0061037
-0.94282394,0.0061037
-0.94268994,0.0061037
-0.94255594,0.0061037
-0.94242194,0.0061037
-0.94228794,0.0061037
-0.94215394,0.0061037
-0.94201994,0.0061037
-0.94188594,0.0061037
-0.94175194,0.0061037
-0.94161794,0.0061037
-0.94148394,0.0061037
-0.94134994,0.0061037
-0.94121594,0.0061037
-0.94108194,0.0061037
-0.94094794,0.0061037
-0.94081394,0.0061037
-0.94067994,0.0061037
-0.94054594,0.0061037
-0.94041194,0.0061037
-0.94027794,0.0061037
-0.94014394,0.0061037
-0.94000994,0.0061037
-0.93987594,0.0061037
-0.93974194,0.0061037
-0.93960794,0.0061037
-0.93947394,0.0061037
-0.93933994,0.0061037
-0.93920594,0.0061037
-0.93907194,0.0061037
-0.93893794,0.0061037
-0.93880394,0.0061037
-0.93866994,0.0061037
-0.93853594,0.0061037
-0.93840194,0.0061037
-0.93826794,0.0061037
-0.93813394,0.0061037
-0.93799994,0.0061037
-0.93786594,0.0061037
-0.93773194,0.0061037
-0.93759794,0.0061037
-0.93746394,0.0061037
-0.93732994,0.0061037
-0.93719594,0.0061037
-0.93706194,0.0061037
-0.93692794,0.0061037
-0.93679394,0.0061037
-0.93665994,0.0061037
-0.93652594,0.0061037
-0.93639194,0.0061037
-0.93625794,0.0061037
-0.93612394,0.0061037
-0.93598994,0.0061037
-0.93585594,0.0061037
-0.93572194,0.0061037
-0.93558794,0.0061037
-0.93545394,0.0061037
-0.93531994,0.0061037
-0.93518594,0.0061037
-0.93505194,0.0061037
-0.93491794,0.0061037
-0.93478394,0.0061037
-0.93464994,0.0061037
-0.93451594,0.0061037
-0.93438194,0.0061037
-0.93424794,0.0061037
-0.93411394,0.0061037
-0.93397994,0.0061037
-0.93384594,0.0061037
-0.93371194,0.0061037
-0.93357794,0.0061037
-0.93344394,0.0061037
-0.93330994,0.0061037
-0.93317594,0.0061037
-0.93304194,0.0061037
-0.93290794,0.0061037
-0.93277394,0.0061037
-0.93263994,0.0061037
-0.93250594,0.0061037
-0.93237194,0.0061037
-0.93223794,0.0061037
-0.93210394,0.0061037
-0.93196994,0.0061037
-0.93183594,0.0061037
-0.93170194,0.0061037
-0.93156794,0.0061037
-0.93143394,0.0061037
-0.93129994,0.0061037
-0.93116594,0.0061037
-0.93103194,0.0061037
-0.93089794,0.0061037
-0.93076394,0.0061037
-0.93062994,0.0061037
-0.93049594,0.0061037
-0.93036194,0.0061037
-0.93022794,0.0061037
-0.93009394,0.0061037
-0.92995994,0.0061037
-0.92982594,0.0061037
-0.92969194,0.0061037
-0.92955794,0.0061037
-0.92942394,0.0061037
-0.92928994,0.0061037
-0.92915594,0.0061037
-0.92902194,0.0061037
-0.92888794,0.0061037
-0.92875394,0.0061037
-0.92861994,0.0061037
-0.92848594,0.0061037
-0.92835194,0.0061037
-0.92821794,0.0061037
-0.92808394,0.0061037
-0.92794994,0.0061037
-0.92781594,0.0061037
-0.92768194,0.0061037
-0.92754794,0.0061037
-0.92741394,0.0061037
-0.92727994,0.0061037
-0.92714594,0.0061037
-0.92701194,0.0061037
-0.92687794,0.0061037
-0.92674394,0.0061037
-0.92660994,0.0061037
-0.92647594,0.0061037
-0.92634194,0.0061037
-0.92620794,0.0061037
-0.92607394,0.0061037
-0.92593994,0.0061037
-0.92580594,0.0061037
-0.92567194,0.0061037
-0.92553794,0.0061037
-0.92540394,0.0061037
-0.92526994,0.0061037
-0.92513594,0.0061037
-0.92500194,0.0061037
-0.92486794,0.0061037
-0.92473394,0.0061037
-0.92459994,0.0061037
-0.92446594,0.0061037
-0.92433194,0.0061037
-0.92419794,0.0061037
-0.92406394,0.0061037
-0.92392994,0.0061037
-0.92379594,0.0061037
-0.92366194,0.0061037
-0.92352794,0.0061037
-0.92339394,0.0061037
-0.92325994,0.0061037
-0.92312594,0.0061037
-0.92299194,0.0061037
-0.92285794,0.0061037
-0.92272394,0.0061037
-0.92258994,0.0061037
-0.92245594,0.0061037
-0.92232194,0.0061037
-0.92218794,0.0061037
-0.92205394,0.0061037
-0.92191994,0.0061037
-0.92178594,0.0061037
-0.92165194,0.0061037
-0.92151794,0.0061037
-0.92138394,0.0061037
-0.92124994,0.0061037
-0.92111594,0.0061037
-0.92098194,0.0061037
-0.92084794,0.0061037
-0.92071394,0.0061037
-0.92057994,0.0061037
-0.92044594,0.0061037
-0.92031194,0.0061037
-0.92017794,0.0061037
-0.92004394,0.0061037
-0.91990994,0.0061037
-0.91977594,0.0061037
-0.91964194,0.0061037
-0.91950794,0.0061037
-0.91937394,0.0061037
-0.91923994,0.0061037
-0.91910594,0.0061037
-0.91897194,0.0061037
-0.91883794,0.0061037
-0.91870394,0.0061037
-0.91856994,0.0061037
-0.91843594,0.0061037
-0.91830194,0.0061037
-0.91816794,0.0061037
-0.91803394,0.0061037
-0.91789994,0.0061037
-0.91776594,0.0061037
-0.91763194,0.0061037
-0.91749794,0.0061037
-0.91736394,0.0061037
-0.91722994,0.0061037
-0.91709594,0.0061037
-0.91696194,0.0061037
-0.91682794,0.0061037
-0.91669394,0.0061037
-0.91655994,0.0061037
-0.91642594,0.0061037
-0.91629194,0.0061037
-0.91615794,0.0061037
-0.91602394,0.0061037
-0.91588994,0.0061037
-0.91575594,0.0061037
-0.91562194,0.0061037
-0.91548794,0.0061037
-0.91535394,0.0061037
-0.91521994,0.0061037
-0.91508594,0.0061037
-0.91495194,0.0061037
-0.91481794,0.0061037
-0.91468394,0.0061037
-0.91454994,0.0061037
-0.91441594,0.0061037
-0.91428194,0.0061037
-0.91414794,0.0061037
-0.91401394,0.0061037
-0.91387994,0.0061037
-0.91374594,0.0061037
-0.91361194,0.0061037
-0.91347794,0.0061037
-0.91334394,0.0061037
-0.91320994,0.0061037
-0.91307594,0.0061037
-0.91294194,0.0061037
-0.91280794,0.0061037
-0.91267394,0.0061037
-0.91253994,0.0061037
-0.91240594,0.0061037
-0.91227194,0.0061037
-0.91213794,0.0061037
-0.91200394,0.0061037
-0.91186994,0.0061037
-0.91173594,0.0061037
-0.91160194,0.0061037
-0.91146794,0.0061037
-0.91133394,0.0061037
-0.91119994,0.0061037
-0.91106594,0.0061037
-0.91093194,0.0061037
-0.91079794,0.0061037
-0.91066394,0.0061037
-0.91052994,0.0061037
-0.91039594,0.0061037
-0.91026194,0.0061037
-0.91012794,0.0061037
-0.90999394,0.09521775
-0.90985994,0.0061037
-0.90972594,0.0061037
-0.90959194,0.0061037
-0.90945794,0.0061037
-0.90932394,0.0061037
-0.90918994,0.0061037
-0.90905594,0.0061037
-0.90892194,0.0061037
-0.90878794,0.0061037
-0.90865394,0.0061037
-0.90851994,0.0061037
-0.90838594,0.0061037
-0.90825194,0.0061037
-0.90811794,0.0061037
-0.90798394,0.0061037
-0.90784994,0.0061037
-0.90771594,0.0061037
-0.90758194,0.0061037
-0.90744794,0.0061037
-0.90731394,0.0061037
-0.90717994,0.0061037
-0.90704594,0.0061037
-0.90691194,0.0061037
-0.90677794,0.0061037
-0.90664394,0.0061037
-0.90650994,0.0061037
-0.90637594,0.0061037
-0.90624194,0.0061037
-0.90610794,0.0061037
-0.90597394,0.0061037
-0.90583994,0.0061037
-0.90570594,0.0061037
-0.90557194,0.0061037
-0.90543794,0.0061037
-0.90530394,0.0061037
-0.90516994,0.0061037
-0.90503594,0.0061037
-0.90490194,0.0061037
-0.90476794,0.0061037
-0.90463394,0.0061037
-0.90449994,0.0061037
-0.90436594,0.0061037
-0.90423194,0.0061037
-0.90409794,0.0061037
-0.90396394,0.0061037
-0.90382994,0.0061037
-0.90369594,0.0061037
-0.90356194,0.0061037
-0.90342794,0.0061037
-0.90329394,0.0061037
-0.90315994,0.0061037
-0.90302594,0.0061037
-0.90289194,0.0061037
-0.90275794,0.0061037
-0.90262394,0.0061037
-0.90248994,0.0061037
-0.90235594,0.0061037
-0.90222194,0.0061037
-0.90208794,0.0061037
-0.90195394,0.0061037
-0.90181994,0.0061037
-0.90168594,0.0061037
-0.90155194,0.0061037
-0.90141794,0.0061037
-0.90128394,0.0061037
-0.90114994,0.0061037
-0.90101594,0.0061037
-0.90088194,0.0061037
-0.90074794,0.0061037
-0.90061394,0.0061037
-0.90047994,0.0061037
-0.90034594,0.0061037
-0.90021194,0.0061037
-0.90007794,0.0061037
-0.89994394,0.0061037
-0.89980994,0.0061037
-0.89967594,0.0061037
-0.89954194,0.0061037
-0.89940794,0.0061037
-0.89927394,0.0061037
-0.89913994,0.0061037
-0.89900594,0.0061037
-0.89887194,0.0061037
-0.89873794,0.0061037
-0.89860394,0.0061037
-0.89846994,0.0061037
-0.89833594,0.0061037
-0.89820194,0.0061037
-0.89806794,0.0061037
-0.89793394,0.0061037
-0.89779994,0.0061037
-0.89766594,0.0061037
-0.89753194,0.0061037
-0.89739794,0.0061037
-0.89726394,0.0061037
-0.89712994,0.0061037
-0.89699594,0.0061037
-0.89686194,0.0061037
-0.89672794,0.0061037
-0.89659394,0.0061037
-0.89645994,0.0061037
-0.89632594,0.0061037
-0.89619194,0.0061037
-0.89605794,0.0061037
-0.89592394,0.0061037
-0.89578994,0.09521775
-0.89565594,0.0061037
-0.89552194,0.0061037
-0.89538794,0.0061037
-0.89525394,0.0061037
-0.89511994,0.0061037
-0.89498594,0.0061037
-0.89485194,0.0061037
-0.89471794,0.0061037
-0.89458394,0.0061037
-0.89444994,0.0061037
-0.89431594,0.0061037
-0.89418194,0.0061037
-0.89404794,0.0061037
-0.89391394,0.0061037
-0.89377994,0.0061037
-0.89364594,0.0061037
-0.89351194,0.0061037
-0.89337794,0.0061037
-0.89324394,0.0061037
-0.89310994,0.0061037
-0.89297594,0.0061037
-0.89284194,0.0061037
-0.89270794,0.0061037
-0.89257394,0.0061037
-0.89243994,0.0061037
-0.89230594,0.0061037
-0.89217194,0.0061037
-0.89203794,0.0061037
-0.89190394,0.0061037
-0.89176994,0.0061037
-0.89163594,0.0061037
-0.89150194,0.0061037
-0.89136794,0.0061037
-0.89123394,0.0061037
-0.89109994,0.0061037
-0.89096594,0.0061037
-0.89083194,0.0061037
-0.89069794,0.0061037
-0.89056394,0.0061037
-0.89042994,0.0061037
-0.89029594,0.0061037
-0.89016194,0.0061037
-0.89002794,0.0061037
-0.88989394,0.0061037
-0.88975994,0.0061037
-0.88962594,0.0061037
-0.88949194,0.0061037
-0.88935794,0.0061037
-0.88922394,0.0061037
-0.88908994,0.0061037
-0.88895594,0.0061037
-0.88882194,0.0061037
-0.88868794,0.0061037
-0.88855394,0.0061037
-0.88841994,0.0061037
-0.88828594,0.0061037
-0.88815194,0.0061037
-0.88801794,0.0061037
-0.88788394,0.0061037
-0.88774994,0.0061037
-0.88761594,0.0061037
-0.88748194,0.0061037
-0.88734794,0.0061037
-0.88721394,0.0061037
-0.88707994,0.0061037
-0.88694594,0.0061037
-0.88681194,0.0061037
-0.88667794,0.0061037
-0.88654394,0.0061037
-0.88640994,0.0061037
-0.88627594,0.0061037
-0.88614194,0.0061037
-0.88600794,0.0061037
-0.88587394,0.0061037
-0.88573994,0.0061037
-0.88560594,0.0061037
-0.88547194,0.0061037
-0.88533794,0.0061037
-0.88520394,0.0061037
-0.88506994,0.0061037
-0.88493594,0.0061037
-0.88480194,0.09521775
-0.88466794,0.0061037
-0.88453394,0.0061037
-0.88439994,0.0061037
-0.88426594,0.0061037
-0.88413194,0.0061037
-0.88399794,0.0061037
-0.88386394,0.0061037
-0.88372994,0.0061037
-0.88359594,0.0061037
-0.88346194,0.0061037
-0.88332794,0.0061037
-0.88319394,0.0061037
-0.88305994,0.0061037
-0.88292594,0.0061037
-0.88279194,0.0061037
-0.88265794,0.0061037
-0.88252394,0.0061037
-0.88238994,0.0061037
-0.88225594,0.0061037
-0.88212194,0.0061037
-0.88198794,0.0061037
-0.88185394,0.0061037
-0.88171994,0.0061037
-0.88158594,0.0061037
-0.88145194,0.0061037
-0.88131794,0.0061037
-0.88118394,0.0061037
-0.88104994,0.0061037
-0.88091594,0.0061037
-0.88078194,0.0061037
-0.88064794,0.0061037
-0.88051394,0.0061037
-0.88037994,0.0061037
-0.88024594,0.0061037
-0.88011194,0.0061037
-0.87997794,0.0061037
-0.87984394,0.0061037
-0.87970994,0.0061037
-0.87957594,0.0061037
-0.87944194,0.0061037
-0.87930794,0.0061037
-0.87917394,0.09521775
-0.87903994,0.0061037
-0.87890594,0.0061037
-0.87877194,0.0061037
-0.87863794,0.0061037
-0.87850394,0.0061037
-0.87836994,0.0061037
-0.87823594,0.0061037
-0.87810194,0.0061037
-0.87796794,0.0061037
-0.87783394,0.0061037
-0.87769994,0.0061037
-0.87756594,0.0061037
-0.87743194,0.0061037
-0.87729794,0.0061037
-0.87716394,0.0061037
-0.87702994,0.0061037
-0.87689594,0.0061037
-0.87676194,0.0061037
-0.87662794,0.0061037
-0.87649394,0.0061037
-0.87635994,0.0061037
-0.87622594,0.0061037
-0.87609194,0.0061037
-0.87595794,0.0061037
-0.87582394,0.0061037
-0.87568994,0.0061037
-0.87555594,0.0061037
-0.87542194,0.0061037
-0.87528794,0.0061037
-0.87515394,0.0061037
-0.87501994,0.0061037
-0.87488594,0.0061037
-0.87475194,0.0061037
-0.87461794,0.0061037
-0.87448394,0.0061037
-0.87434994,0.0061037
-0.87421594,0.0061037
-0.87408194,0.0061037
-0.87394794,0.0061037
-0.87381394,0.0061037
-0.87367994,0.0061037
-0.87354594,0.0061037
-0.87341194,0.0061037
-0.87327794,0.0061037
-0.87314394,0.0061037
-0.87300994,0.0061037
-0.87287594,0.0061037
-0.87274194,0.0061037
-0.87260794,0.0061037
-0.87247394,0.0061037
-0.87233994,0.0061037
-0.87220594,0.0061037
-0.87207194,0.0061037
-0.87193794,0.0061037
-0.87180394,0.0061037
-0.87166994,0.0061037
-0.87153594,0.0061037
-0.87140194,0.0061037
-0.87126794,0.0061037
-0.87113394,0.0061037
-0.87099994,0.0061037
-0.87086594,0.0061037
-0.87073194,0.0061037
-0.87059794,0.0061037
-0.87046394,0.0061037
-0.87032994,0.0061037
-0.87019594,0.0061037
-0.87006194,0.0061037
-0.86992794,0.0061037
-0.86979394,0.0061037
-0.86965994,0.0061037
-0.86952594,0.0061037
-0.86939194,0.0061037
-0.86925794,0.0061037
-0.86912394,0.0061037
-0.86898994,0.0061037
-0.86885594,0.0061037
-0.86872194,0.0061037
-0.86858794,0.0061037
-0.86845394,0.0061037
-0.86831994,0.0061037
-0.86818594,0.0061037
-0.86805194,0.0061037
-0.86791794,0.0061037
-0.86778394,0.0061037
-0.86764994,0.0061037
-0.86751594,0.0061037
-0.86738194,0.0061037
-0.86724794,0.0061037
-0.86711394,0.0061037
-0.86697994,0.0061037
-0.86684594,0.0061037
-0.86671194,0.0061037
-0.86657794,0.0061037
-0.86644394,0.0061037
-0.86630994,0.0061037
-0.86617594,0.0061037
-0.86604194,0.0061037
-0.86590794,0.0061037
-0.86577394,0.0061037
-0.86563994,0.0061037
-0.86550594,0.0061037
-0.86537194,0.0061037
-0.86523794,0.0061037
-0.86510394,0.0061037
-0.86496994,0.0061037
-0.86483594,0.0061037
-0.86470194,0.0061037
-0.86456794,0.0061037
-0.86443394,0.0061037
-0.86429994,0.0061037
-0.86416594,0.0061037
-0.86403194,0.0061037
-0.86389794,0.0061037
-0.86376394,0.0061037
-0.86362994,0.0061037
-0.86349594,0.0061037
-0.86336194,0.0061037
-0.86322794,0.0061037
-0.86309394,0.0061037
-0.86295994,0.0061037
-0.86282594,0.0061037
-0.86269194,0.09521775
-0.86255794,0.0061037
-0.86242394,0.0061037
-0.86228994,0.0061037
-0.86215594,0.0061037
-0.86202194,0.0061037
-0.86188794,0.0061037
-0.86175394,0.0061037
-0.86161994,0.0061037
-0.86148594,0.0061037
-0.86135194,0.0061037
-0.86121794,0.0061037
-0.86108394,0.0061037
-0.86094994,0.0061037
-0.86081594,0.0061037
-0.86068194,0.0061037
-0.86054794,0.0061037
-0.86041394,0.0061037
-0.86027994,0.0061037
-0.86014594,0.0061037
-0.86001194,0.0061037
-0.85987794,0.0061037
-0.85974394,0.0061037
-0.85960994,0.0061037
-0.85947594,0.0061037
-0.85934194,0.0061037
-0.85920794,0.0061037
-0.85907394,0.0061037
-0.85893994,0.0061037
-0.85880594,0.0061037
-0.85867194,0.0061037
-0.85853794,0.0061037
-0.85840394,0.0061037
-0.85826994,0.0061037
-0.85813594,0.0061037
-0.85800194,0.0061037
-0.85786794,0.0061037
-0.85773394,0.0061037
-0.85759994,0.0061037
-0.85746594,0.0061037
-0.85733194,0.0061037
-0.85719794,0.0061037
-0.85706394,0.0061037
-0.85692994,0.0061037
-0.85679594,0.0061037
-0.85666194,0.0061037
-0.85652794,0.0061037
-0.85639394,0.0061037
